link
https://www.naukri.com/job-listings-data-scientist-ibm-india-pvt-limited-india-0-to-5-years-071120901049?src=jobsearchDesk&sid=16052007974875073&xp=1&px=1
https://www.naukri.com/job-listings-principal-data-scientist-machine-deep-learning-nlp-tensorflow-fidius-advisory-bengaluru-bangalore-8-to-13-years-070720900498?src=jobsearchDesk&sid=16052007974875073&xp=2&px=1
https://www.naukri.com/job-listings-data-scientist-image-recognition-machine-learning-carbynetech-india-hyderabad-secunderabad-5-to-10-years-021120905279?src=jobsearchDesk&sid=16052007974875073&xp=3&px=1
https://www.naukri.com/job-listings-data-scientist-image-processing-machine-learning-carbynetech-india-hyderabad-secunderabad-6-to-11-years-031120900445?src=jobsearchDesk&sid=16052007974875073&xp=4&px=1
https://www.naukri.com/job-listings-data-scientist-image-processing-machine-learning-carbynetech-india-hyderabad-secunderabad-6-to-11-years-031120900219?src=jobsearchDesk&sid=16052007974875073&xp=5&px=1
https://www.naukri.com/job-listings-data-scientist-machine-learning-apics-carbynetech-india-hyderabad-secunderabad-3-to-8-years-281020903166?src=jobsearchDesk&sid=16052007974875073&xp=6&px=1
https://www.naukri.com/job-listings-jr-data-scientist-wings-infonet-pvt-ltd-hyderabad-secunderabad-0-to-2-years-101120003754?src=jobsearchDesk&sid=16052007974875073&xp=7&px=1
https://www.naukri.com/job-listings-sr-data-scientist-i-general-mills-inc-mumbai-12-to-17-years-091120501376?src=jobsearchDesk&sid=16052007974875073&xp=8&px=1
https://www.naukri.com/job-listings-senior-data-scientist-ganit-business-solutions-private-limited-chennai-mumbai-bengaluru-bangalore-hyderabad-secunderabad-4-to-6-years-111120000130?src=jobsearchDesk&sid=16052007974875073&xp=9&px=1
https://www.naukri.com/job-listings-senior-data-scientist-bundl-technologies-pvt-ltd-bengaluru-bangalore-2-to-6-years-121120500858?src=jobsearchDesk&sid=16052007974875073&xp=10&px=1
https://www.naukri.com/job-listings-junior-data-scientist-junior-data-analyst-adf-data-science-private-limited-chennai-1-to-2-years-121120001614?src=jobsearchDesk&sid=16052007974875073&xp=11&px=1
https://www.naukri.com/job-listings-senior-data-scientist-bangalore-chennai-randstad-india-pvt-ltd-chennai-bengaluru-bangalore-8-to-13-years-311020002007?src=jobsearchDesk&sid=16052007974875073&xp=12&px=1
https://www.naukri.com/job-listings-senior-data-scientist-ormae-llp-bengaluru-bangalore-5-to-10-years-291020901662?src=jobsearchDesk&sid=16052007974875073&xp=13&px=1
